[1732813332.472474161] PING 172.16.2.240 (172.16.2.240) 56(84) bytes of data.
[1732813889.294053869] 64 bytes from 172.16.2.240: icmp_seq=557 ttl=59 time=117 ms
[1732813890.246616865] 64 bytes from 172.16.2.240: icmp_seq=558 ttl=59 time=64.7 ms
[1732813891.243715174] 64 bytes from 172.16.2.240: icmp_seq=559 ttl=59 time=61.7 ms
[1732813892.218436554] 64 bytes from 172.16.2.240: icmp_seq=560 ttl=59 time=37.4 ms
[1732813893.293061462] 64 bytes from 172.16.2.240: icmp_seq=561 ttl=59 time=110 ms
[1732813894.296510920] 64 bytes from 172.16.2.240: icmp_seq=562 ttl=59 time=113 ms
[1732813895.248421155] 64 bytes from 172.16.2.240: icmp_seq=563 ttl=59 time=63.2 ms
[1732813896.252295675] 64 bytes from 172.16.2.240: icmp_seq=564 ttl=59 time=66.4 ms
[1732813897.242304882] 64 bytes from 172.16.2.240: icmp_seq=565 ttl=59 time=54.9 ms
[1732813898.249130648] 64 bytes from 172.16.2.240: icmp_seq=566 ttl=59 time=59.1 ms
[1732813899.249191023] 64 bytes from 172.16.2.240: icmp_seq=567 ttl=59 time=57.6 ms
[1732813900.270323074] 64 bytes from 172.16.2.240: icmp_seq=568 ttl=59 time=76.5 ms
[1732813901.260781208] 64 bytes from 172.16.2.240: icmp_seq=569 ttl=59 time=66.8 ms
[1732813902.303991602] 64 bytes from 172.16.2.240: icmp_seq=570 ttl=59 time=110 ms
[1732813903.254389094] 64 bytes from 172.16.2.240: icmp_seq=571 ttl=59 time=58.3 ms
[1732813904.290114431] 64 bytes from 172.16.2.240: icmp_seq=572 ttl=59 time=93.4 ms
[1732813905.321394131] 64 bytes from 172.16.2.240: icmp_seq=573 ttl=59 time=122 ms
[1732813906.261906578] 64 bytes from 172.16.2.240: icmp_seq=574 ttl=59 time=63.6 ms
[1732813907.248110688] 64 bytes from 172.16.2.240: icmp_seq=575 ttl=59 time=49.5 ms
[1732813908.301700960] 64 bytes from 172.16.2.240: icmp_seq=576 ttl=59 time=102 ms
[1732813909.271347350] 64 bytes from 172.16.2.240: icmp_seq=577 ttl=59 time=69.8 ms
[1732813910.269188970] 64 bytes from 172.16.2.240: icmp_seq=578 ttl=59 time=65.6 ms
[1732813911.289218662] 64 bytes from 172.16.2.240: icmp_seq=579 ttl=59 time=84.3 ms
[1732813912.307756540] 64 bytes from 172.16.2.240: icmp_seq=580 ttl=59 time=102 ms
[1732813913.283213678] 64 bytes from 172.16.2.240: icmp_seq=581 ttl=59 time=77.6 ms
[1732813914.269419080] 64 bytes from 172.16.2.240: icmp_seq=582 ttl=59 time=62.0 ms
[1732813915.294441970] 64 bytes from 172.16.2.240: icmp_seq=583 ttl=59 time=85.0 ms
[1732813916.292123990] 64 bytes from 172.16.2.240: icmp_seq=584 ttl=59 time=82.3 ms
[1732813917.291234203] 64 bytes from 172.16.2.240: icmp_seq=585 ttl=59 time=80.1 ms
[1732813918.302451954] 64 bytes from 172.16.2.240: icmp_seq=586 ttl=59 time=89.1 ms
[1732813919.295738243] 64 bytes from 172.16.2.240: icmp_seq=587 ttl=59 time=82.5 ms
[1732813920.297680417] 64 bytes from 172.16.2.240: icmp_seq=588 ttl=59 time=83.6 ms
[1732813921.297290743] 64 bytes from 172.16.2.240: icmp_seq=589 ttl=59 time=82.6 ms
[1732813922.296890380] 64 bytes from 172.16.2.240: icmp_seq=590 ttl=59 time=80.3 ms
[1732813923.302267203] 64 bytes from 172.16.2.240: icmp_seq=591 ttl=59 time=83.9 ms
[1732813924.295943517] 64 bytes from 172.16.2.240: icmp_seq=592 ttl=59 time=76.6 ms
[1732813925.300044975] 64 bytes from 172.16.2.240: icmp_seq=593 ttl=59 time=79.6 ms
[1732813926.305248222] 64 bytes from 172.16.2.240: icmp_seq=594 ttl=59 time=83.8 ms
[1732813927.262469334] 64 bytes from 172.16.2.240: icmp_seq=595 ttl=59 time=40.0 ms
[1732813928.300399840] 64 bytes from 172.16.2.240: icmp_seq=596 ttl=59 time=76.0 ms
[1732813929.294211570] 64 bytes from 172.16.2.240: icmp_seq=597 ttl=59 time=68.5 ms
[1732813930.248840784] 64 bytes from 172.16.2.240: icmp_seq=598 ttl=59 time=21.1 ms
[1732813931.277461479] 64 bytes from 172.16.2.240: icmp_seq=599 ttl=59 time=51.3 ms
[1732813932.265387287] 64 bytes from 172.16.2.240: icmp_seq=600 ttl=59 time=37.6 ms
[1732813933.270066375] 64 bytes from 172.16.2.240: icmp_seq=601 ttl=59 time=42.5 ms
[1732813934.275511377] 64 bytes from 172.16.2.240: icmp_seq=602 ttl=59 time=46.5 ms
[1732813935.285387617] 64 bytes from 172.16.2.240: icmp_seq=603 ttl=59 time=55.4 ms
[1732813936.281381623] 64 bytes from 172.16.2.240: icmp_seq=604 ttl=59 time=49.9 ms
[1732813937.323315130] 64 bytes from 172.16.2.240: icmp_seq=605 ttl=59 time=90.8 ms
[1732813938.310516020] 64 bytes from 172.16.2.240: icmp_seq=606 ttl=59 time=77.0 ms
[1732813939.279271809] 64 bytes from 172.16.2.240: icmp_seq=607 ttl=59 time=46.6 ms
[1732813940.298931413] 64 bytes from 172.16.2.240: icmp_seq=608 ttl=59 time=65.6 ms
[1732813941.294971726] 64 bytes from 172.16.2.240: icmp_seq=609 ttl=59 time=59.8 ms
[1732813942.289140610] 64 bytes from 172.16.2.240: icmp_seq=610 ttl=59 time=51.9 ms
[1732813943.292815162] 64 bytes from 172.16.2.240: icmp_seq=611 ttl=59 time=53.5 ms
[1732813944.336039925] 64 bytes from 172.16.2.240: icmp_seq=612 ttl=59 time=96.6 ms
[1732813945.292388522] 64 bytes from 172.16.2.240: icmp_seq=613 ttl=59 time=51.3 ms
[1732813946.313297251] 64 bytes from 172.16.2.240: icmp_seq=614 ttl=59 time=70.7 ms
[1732813947.299335509] 64 bytes from 172.16.2.240: icmp_seq=615 ttl=59 time=54.9 ms
[1732813948.313188060] 64 bytes from 172.16.2.240: icmp_seq=616 ttl=59 time=68.6 ms
[1732813949.300302076] 64 bytes from 172.16.2.240: icmp_seq=617 ttl=59 time=53.6 ms
[1732813950.293004674] 64 bytes from 172.16.2.240: icmp_seq=618 ttl=59 time=46.6 ms
[1732813951.329251193] 64 bytes from 172.16.2.240: icmp_seq=619 ttl=59 time=81.0 ms
[1732813952.308314075] 64 bytes from 172.16.2.240: icmp_seq=620 ttl=59 time=60.6 ms
[1732813953.332038485] 64 bytes from 172.16.2.240: icmp_seq=621 ttl=59 time=84.6 ms
[1732813954.303361256] 64 bytes from 172.16.2.240: icmp_seq=622 ttl=59 time=55.5 ms
[1732813955.337748850] 64 bytes from 172.16.2.240: icmp_seq=623 ttl=59 time=88.0 ms
[1732813956.317905735] 64 bytes from 172.16.2.240: icmp_seq=624 ttl=59 time=67.6 ms
[1732813957.320388199] 64 bytes from 172.16.2.240: icmp_seq=625 ttl=59 time=69.9 ms
[1732813958.322090051] 64 bytes from 172.16.2.240: icmp_seq=626 ttl=59 time=69.6 ms
[1732813959.320751509] 64 bytes from 172.16.2.240: icmp_seq=627 ttl=59 time=69.5 ms
[1732813960.330710495] 64 bytes from 172.16.2.240: icmp_seq=628 ttl=59 time=79.1 ms
[1732813961.345591516] 64 bytes from 172.16.2.240: icmp_seq=629 ttl=59 time=93.6 ms
[1732813962.318824070] 64 bytes from 172.16.2.240: icmp_seq=630 ttl=59 time=66.1 ms
[1732813963.310503116] 64 bytes from 172.16.2.240: icmp_seq=631 ttl=59 time=57.4 ms
[1732813964.313834753] 64 bytes from 172.16.2.240: icmp_seq=632 ttl=59 time=59.7 ms
[1732813965.301615116] 64 bytes from 172.16.2.240: icmp_seq=633 ttl=59 time=46.8 ms
[1732813966.318393085] 64 bytes from 172.16.2.240: icmp_seq=634 ttl=59 time=62.5 ms
[1732813967.353824538] 64 bytes from 172.16.2.240: icmp_seq=635 ttl=59 time=97.0 ms
[1732813968.341380728] 64 bytes from 172.16.2.240: icmp_seq=636 ttl=59 time=84.9 ms
[1732813969.338197616] 64 bytes from 172.16.2.240: icmp_seq=637 ttl=59 time=79.5 ms
[1732813970.332355139] 64 bytes from 172.16.2.240: icmp_seq=638 ttl=59 time=73.6 ms
[1732813971.306669263] 64 bytes from 172.16.2.240: icmp_seq=639 ttl=59 time=47.6 ms
[1732813972.345654179] 64 bytes from 172.16.2.240: icmp_seq=640 ttl=59 time=86.6 ms
[1732813973.333015391] 64 bytes from 172.16.2.240: icmp_seq=641 ttl=59 time=74.4 ms
[1732813974.328644529] 64 bytes from 172.16.2.240: icmp_seq=642 ttl=59 time=69.0 ms
[1732813975.343486155] 64 bytes from 172.16.2.240: icmp_seq=643 ttl=59 time=84.2 ms
[1732813976.345396902] 64 bytes from 172.16.2.240: icmp_seq=644 ttl=59 time=86.6 ms
[1732813977.348939766] 64 bytes from 172.16.2.240: icmp_seq=645 ttl=59 time=87.7 ms
[1732813978.358886471] 64 bytes from 172.16.2.240: icmp_seq=646 ttl=59 time=97.4 ms
[1732813979.381203126] 64 bytes from 172.16.2.240: icmp_seq=647 ttl=59 time=121 ms
[1732813980.331334096] 64 bytes from 172.16.2.240: icmp_seq=648 ttl=59 time=70.2 ms
[1732813981.344338187] 64 bytes from 172.16.2.240: icmp_seq=649 ttl=59 time=79.9 ms
[1732813982.314425258] 64 bytes from 172.16.2.240: icmp_seq=650 ttl=59 time=52.0 ms
[1732813983.396622079] 64 bytes from 172.16.2.240: icmp_seq=651 ttl=59 time=135 ms
[1732813984.321714381] 64 bytes from 172.16.2.240: icmp_seq=652 ttl=59 time=58.2 ms
[1732813985.322885893] 64 bytes from 172.16.2.240: icmp_seq=653 ttl=59 time=60.5 ms
[1732813986.331616122] 64 bytes from 172.16.2.240: icmp_seq=654 ttl=59 time=69.2 ms
[1732813987.360809920] 64 bytes from 172.16.2.240: icmp_seq=655 ttl=59 time=98.4 ms
[1732813988.336177531] 64 bytes from 172.16.2.240: icmp_seq=656 ttl=59 time=73.6 ms
[1732813989.343641822] 64 bytes from 172.16.2.240: icmp_seq=657 ttl=59 time=80.9 ms
[1732813990.337245650] 64 bytes from 172.16.2.240: icmp_seq=658 ttl=59 time=75.0 ms
[1732813991.343680971] 64 bytes from 172.16.2.240: icmp_seq=659 ttl=59 time=81.0 ms
[1732813992.351190698] 64 bytes from 172.16.2.240: icmp_seq=660 ttl=59 time=85.0 ms
[1732813993.333290778] 64 bytes from 172.16.2.240: icmp_seq=661 ttl=59 time=70.5 ms
[1732813994.297942377] 64 bytes from 172.16.2.240: icmp_seq=662 ttl=59 time=33.5 ms
[1732813995.324675393] 64 bytes from 172.16.2.240: icmp_seq=663 ttl=59 time=60.6 ms
[1732813996.329682219] 64 bytes from 172.16.2.240: icmp_seq=664 ttl=59 time=64.3 ms
[1732813997.343155174] 64 bytes from 172.16.2.240: icmp_seq=665 ttl=59 time=78.1 ms
[1732813998.334261120] 64 bytes from 172.16.2.240: icmp_seq=666 ttl=59 time=70.0 ms
[1732813999.376458495] 64 bytes from 172.16.2.240: icmp_seq=667 ttl=59 time=113 ms
[1732814000.346589630] 64 bytes from 172.16.2.240: icmp_seq=668 ttl=59 time=79.6 ms
[1732814001.324266417] 64 bytes from 172.16.2.240: icmp_seq=669 ttl=59 time=56.6 ms
[1732814002.366371778] 64 bytes from 172.16.2.240: icmp_seq=670 ttl=59 time=98.0 ms
[1732814003.346984112] 64 bytes from 172.16.2.240: icmp_seq=671 ttl=59 time=78.1 ms
[1732814004.345120229] 64 bytes from 172.16.2.240: icmp_seq=672 ttl=59 time=76.4 ms
[1732814005.346699230] 64 bytes from 172.16.2.240: icmp_seq=673 ttl=59 time=78.0 ms
[1732814006.369597242] 64 bytes from 172.16.2.240: icmp_seq=674 ttl=59 time=98.0 ms
[1732814007.346371046] 64 bytes from 172.16.2.240: icmp_seq=675 ttl=59 time=77.6 ms
[1732814008.348567031] 64 bytes from 172.16.2.240: icmp_seq=676 ttl=59 time=78.9 ms
[1732814009.356965133] 64 bytes from 172.16.2.240: icmp_seq=677 ttl=59 time=86.1 ms
[1732814010.338827134] 64 bytes from 172.16.2.240: icmp_seq=678 ttl=59 time=68.6 ms
[1732814011.348042870] 64 bytes from 172.16.2.240: icmp_seq=679 ttl=59 time=76.0 ms
[1732814012.378635216] 64 bytes from 172.16.2.240: icmp_seq=680 ttl=59 time=109 ms
[1732814013.341577631] 64 bytes from 172.16.2.240: icmp_seq=681 ttl=59 time=70.8 ms
[1732814014.341733377] 64 bytes from 172.16.2.240: icmp_seq=682 ttl=59 time=70.6 ms
[1732814015.384319025] 64 bytes from 172.16.2.240: icmp_seq=683 ttl=59 time=113 ms
[1732814016.363189833] 64 bytes from 172.16.2.240: icmp_seq=684 ttl=59 time=90.8 ms
[1732814017.342044712] 64 bytes from 172.16.2.240: icmp_seq=685 ttl=59 time=69.5 ms
[1732814018.356421924] 64 bytes from 172.16.2.240: icmp_seq=686 ttl=59 time=84.5 ms
[1732814019.346423017] 64 bytes from 172.16.2.240: icmp_seq=687 ttl=59 time=74.4 ms
[1732814020.367555319] 64 bytes from 172.16.2.240: icmp_seq=688 ttl=59 time=94.9 ms
[1732814021.340279734] 64 bytes from 172.16.2.240: icmp_seq=689 ttl=59 time=67.1 ms
[1732814022.381562184] 64 bytes from 172.16.2.240: icmp_seq=690 ttl=59 time=108 ms
[1732814023.347577114] 64 bytes from 172.16.2.240: icmp_seq=691 ttl=59 time=72.9 ms
[1732814024.313582417] 64 bytes from 172.16.2.240: icmp_seq=692 ttl=59 time=38.7 ms
[1732814025.326145966] 64 bytes from 172.16.2.240: icmp_seq=693 ttl=59 time=51.5 ms
[1732814026.353651269] 64 bytes from 172.16.2.240: icmp_seq=694 ttl=59 time=77.6 ms
[1732814027.332982396] 64 bytes from 172.16.2.240: icmp_seq=695 ttl=59 time=57.1 ms
[1732814028.323628766] 64 bytes from 172.16.2.240: icmp_seq=696 ttl=59 time=48.4 ms
[1732814029.350156857] 64 bytes from 172.16.2.240: icmp_seq=697 ttl=59 time=75.5 ms
[1732814030.349512124] 64 bytes from 172.16.2.240: icmp_seq=698 ttl=59 time=73.8 ms
[1732814031.361275485] 64 bytes from 172.16.2.240: icmp_seq=699 ttl=59 time=85.5 ms
[1732814032.331969451] 64 bytes from 172.16.2.240: icmp_seq=700 ttl=59 time=54.5 ms
[1732814033.328141273] 64 bytes from 172.16.2.240: icmp_seq=701 ttl=59 time=51.1 ms
[1732814034.331407817] 64 bytes from 172.16.2.240: icmp_seq=702 ttl=59 time=53.9 ms
[1732814035.338312273] 64 bytes from 172.16.2.240: icmp_seq=703 ttl=59 time=60.3 ms
[1732814036.344335838] 64 bytes from 172.16.2.240: icmp_seq=704 ttl=59 time=66.0 ms
[1732814037.338827050] 64 bytes from 172.16.2.240: icmp_seq=705 ttl=59 time=60.3 ms
[1732814038.316637680] 64 bytes from 172.16.2.240: icmp_seq=706 ttl=59 time=37.6 ms
[1732814039.340874968] 64 bytes from 172.16.2.240: icmp_seq=707 ttl=59 time=61.8 ms
[1732814040.316436957] 64 bytes from 172.16.2.240: icmp_seq=708 ttl=59 time=35.5 ms
[1732814041.336193615] 64 bytes from 172.16.2.240: icmp_seq=709 ttl=59 time=55.4 ms
[1732814042.347041438] 64 bytes from 172.16.2.240: icmp_seq=710 ttl=59 time=65.6 ms
[1732814043.341121305] 64 bytes from 172.16.2.240: icmp_seq=711 ttl=59 time=56.9 ms
[1732814044.321381746] 64 bytes from 172.16.2.240: icmp_seq=712 ttl=59 time=40.1 ms
[1732814045.329674380] 64 bytes from 172.16.2.240: icmp_seq=713 ttl=59 time=48.6 ms
[1732814046.341829751] 64 bytes from 172.16.2.240: icmp_seq=714 ttl=59 time=60.2 ms
[1732814047.363916814] 64 bytes from 172.16.2.240: icmp_seq=715 ttl=59 time=82.0 ms
[1732814048.333464178] 64 bytes from 172.16.2.240: icmp_seq=716 ttl=59 time=49.4 ms
[1732814049.305713257] 64 bytes from 172.16.2.240: icmp_seq=717 ttl=59 time=23.6 ms
[1732814050.337877889] 64 bytes from 172.16.2.240: icmp_seq=718 ttl=59 time=53.9 ms
[1732814051.347380195] 64 bytes from 172.16.2.240: icmp_seq=719 ttl=59 time=60.5 ms
[1732814052.331496729] 64 bytes from 172.16.2.240: icmp_seq=720 ttl=59 time=43.9 ms
[1732814053.347914459] 64 bytes from 172.16.2.240: icmp_seq=721 ttl=59 time=59.5 ms
[1732814054.350507883] 64 bytes from 172.16.2.240: icmp_seq=722 ttl=59 time=60.5 ms
[1732814055.350260860] 64 bytes from 172.16.2.240: icmp_seq=723 ttl=59 time=61.5 ms
[1732814056.350683661] 64 bytes from 172.16.2.240: icmp_seq=724 ttl=59 time=60.8 ms
[1732814057.339259777] 64 bytes from 172.16.2.240: icmp_seq=725 ttl=59 time=49.4 ms
[1732814058.340302176] 64 bytes from 172.16.2.240: icmp_seq=726 ttl=59 time=50.0 ms
[1732814059.338660633] 64 bytes from 172.16.2.240: icmp_seq=727 ttl=59 time=47.8 ms
[1732814060.354489873] 64 bytes from 172.16.2.240: icmp_seq=728 ttl=59 time=63.7 ms
[1732814061.347529698] 64 bytes from 172.16.2.240: icmp_seq=729 ttl=59 time=56.2 ms
[1732814062.335109053] 64 bytes from 172.16.2.240: icmp_seq=730 ttl=59 time=44.5 ms
[1732814063.367886842] 64 bytes from 172.16.2.240: icmp_seq=731 ttl=59 time=76.0 ms
[1732814064.364154906] 64 bytes from 172.16.2.240: icmp_seq=732 ttl=59 time=73.0 ms
[1732814065.366474774] 64 bytes from 172.16.2.240: icmp_seq=733 ttl=59 time=73.8 ms
[1732814066.356299987] 64 bytes from 172.16.2.240: icmp_seq=734 ttl=59 time=61.5 ms
[1732814067.355923029] 64 bytes from 172.16.2.240: icmp_seq=735 ttl=59 time=63.7 ms
[1732814068.374588499] 64 bytes from 172.16.2.240: icmp_seq=736 ttl=59 time=81.0 ms
[1732814069.411755596] 64 bytes from 172.16.2.240: icmp_seq=737 ttl=59 time=116 ms
[1732814070.383108074] 64 bytes from 172.16.2.240: icmp_seq=738 ttl=59 time=88.6 ms
[1732814071.372181268] 64 bytes from 172.16.2.240: icmp_seq=739 ttl=59 time=78.1 ms
[1732814072.380123121] 64 bytes from 172.16.2.240: icmp_seq=740 ttl=59 time=83.5 ms
[1732814073.393275011] 64 bytes from 172.16.2.240: icmp_seq=741 ttl=59 time=98.9 ms
[1732814074.408348527] 64 bytes from 172.16.2.240: icmp_seq=742 ttl=59 time=112 ms
[1732814075.377572650] 64 bytes from 172.16.2.240: icmp_seq=743 ttl=59 time=79.4 ms
[1732814076.393347328] 64 bytes from 172.16.2.240: icmp_seq=744 ttl=59 time=96.5 ms
[1732814077.378274772] 64 bytes from 172.16.2.240: icmp_seq=745 ttl=59 time=80.6 ms
[1732814078.369989577] 64 bytes from 172.16.2.240: icmp_seq=746 ttl=59 time=71.0 ms
[1732814079.377336018] 64 bytes from 172.16.2.240: icmp_seq=747 ttl=59 time=77.7 ms
[1732814080.384897062] 64 bytes from 172.16.2.240: icmp_seq=748 ttl=59 time=83.8 ms
[1732814081.409254037] 64 bytes from 172.16.2.240: icmp_seq=749 ttl=59 time=109 ms
[1732814082.402126457] 64 bytes from 172.16.2.240: icmp_seq=750 ttl=59 time=96.4 ms
[1732814083.389245244] 64 bytes from 172.16.2.240: icmp_seq=751 ttl=59 time=84.2 ms
[1732814084.421459370] 64 bytes from 172.16.2.240: icmp_seq=752 ttl=59 time=116 ms
[1732814085.429045872] 64 bytes from 172.16.2.240: icmp_seq=753 ttl=59 time=124 ms
[1732814086.399156478] 64 bytes from 172.16.2.240: icmp_seq=754 ttl=59 time=93.6 ms
[1732814087.404076502] 64 bytes from 172.16.2.240: icmp_seq=755 ttl=59 time=97.5 ms
[1732814088.362263638] 64 bytes from 172.16.2.240: icmp_seq=756 ttl=59 time=56.0 ms
[1732814089.380934709] 64 bytes from 172.16.2.240: icmp_seq=757 ttl=59 time=73.6 ms
[1732814090.388058639] 64 bytes from 172.16.2.240: icmp_seq=758 ttl=59 time=78.8 ms
[1732814091.407466079] 64 bytes from 172.16.2.240: icmp_seq=759 ttl=59 time=95.5 ms
[1732814092.400314934] 64 bytes from 172.16.2.240: icmp_seq=760 ttl=59 time=88.1 ms
[1732814093.410141432] 64 bytes from 172.16.2.240: icmp_seq=761 ttl=59 time=97.5 ms
[1732814094.425682910] 64 bytes from 172.16.2.240: icmp_seq=762 ttl=59 time=110 ms
[1732814095.395081824] 64 bytes from 172.16.2.240: icmp_seq=763 ttl=59 time=79.5 ms
[1732814096.395601458] 64 bytes from 172.16.2.240: icmp_seq=764 ttl=59 time=79.0 ms
[1732814097.405414941] 64 bytes from 172.16.2.240: icmp_seq=765 ttl=59 time=88.0 ms
[1732814098.404342221] 64 bytes from 172.16.2.240: icmp_seq=766 ttl=59 time=82.9 ms
[1732814099.405660551] 64 bytes from 172.16.2.240: icmp_seq=767 ttl=59 time=85.0 ms
[1732814100.431340582] 64 bytes from 172.16.2.240: icmp_seq=768 ttl=59 time=109 ms
[1732814101.406680442] 64 bytes from 172.16.2.240: icmp_seq=769 ttl=59 time=83.3 ms
[1732814102.433171914] 64 bytes from 172.16.2.240: icmp_seq=770 ttl=59 time=110 ms
[1732814103.421305735] 64 bytes from 172.16.2.240: icmp_seq=771 ttl=59 time=96.9 ms
[1732814104.395680535] 64 bytes from 172.16.2.240: icmp_seq=772 ttl=59 time=69.0 ms
[1732814105.429107088] 64 bytes from 172.16.2.240: icmp_seq=773 ttl=59 time=102 ms
[1732814106.413388463] 64 bytes from 172.16.2.240: icmp_seq=774 ttl=59 time=84.5 ms
[1732814107.405445153] 64 bytes from 172.16.2.240: icmp_seq=775 ttl=59 time=75.5 ms
[1732814108.415134393] 64 bytes from 172.16.2.240: icmp_seq=776 ttl=59 time=81.8 ms
[1732814109.516846706] 64 bytes from 172.16.2.240: icmp_seq=777 ttl=59 time=182 ms
[1732814110.424134527] 64 bytes from 172.16.2.240: icmp_seq=778 ttl=59 time=84.5 ms
[1732814111.410292321] 64 bytes from 172.16.2.240: icmp_seq=779 ttl=59 time=71.4 ms
[1732814112.446340939] 64 bytes from 172.16.2.240: icmp_seq=780 ttl=59 time=109 ms
[1732814113.426242523] 64 bytes from 172.16.2.240: icmp_seq=781 ttl=59 time=87.1 ms
[1732814114.425992876] 64 bytes from 172.16.2.240: icmp_seq=782 ttl=59 time=86.5 ms
[1732814115.446528584] 64 bytes from 172.16.2.240: icmp_seq=783 ttl=59 time=106 ms
[1732814116.446310737] 64 bytes from 172.16.2.240: icmp_seq=784 ttl=59 time=104 ms
[1732814117.423948581] 64 bytes from 172.16.2.240: icmp_seq=785 ttl=59 time=81.5 ms
[1732814119.426609769] 64 bytes from 172.16.2.240: icmp_seq=787 ttl=59 time=75.5 ms
[1732814120.456270178] 64 bytes from 172.16.2.240: icmp_seq=788 ttl=59 time=104 ms
[1732814121.466169213] 64 bytes from 172.16.2.240: icmp_seq=789 ttl=59 time=112 ms
[1732814122.438788280] 64 bytes from 172.16.2.240: icmp_seq=790 ttl=59 time=83.4 ms
[1732814123.431035762] 64 bytes from 172.16.2.240: icmp_seq=791 ttl=59 time=74.5 ms
[1732814124.419991904] 64 bytes from 172.16.2.240: icmp_seq=792 ttl=59 time=63.5 ms
[1732814125.450019506] 64 bytes from 172.16.2.240: icmp_seq=793 ttl=59 time=92.9 ms
[1732814126.448026381] 64 bytes from 172.16.2.240: icmp_seq=794 ttl=59 time=89.3 ms
[1732814127.463874466] 64 bytes from 172.16.2.240: icmp_seq=795 ttl=59 time=103 ms
[1732814128.468789071] 64 bytes from 172.16.2.240: icmp_seq=796 ttl=59 time=106 ms
[1732814129.460292819] 64 bytes from 172.16.2.240: icmp_seq=797 ttl=59 time=97.1 ms
[1732814130.468106962] 64 bytes from 172.16.2.240: icmp_seq=798 ttl=59 time=104 ms
[1732814131.439465442] 64 bytes from 172.16.2.240: icmp_seq=799 ttl=59 time=73.1 ms
[1732814132.453600027] 64 bytes from 172.16.2.240: icmp_seq=800 ttl=59 time=85.3 ms
[1732814133.450974920] 64 bytes from 172.16.2.240: icmp_seq=801 ttl=59 time=83.5 ms
[1732814134.432075305] 64 bytes from 172.16.2.240: icmp_seq=802 ttl=59 time=63.9 ms
[1732814135.451521378] 64 bytes from 172.16.2.240: icmp_seq=803 ttl=59 time=81.4 ms
[1732814136.460869754] 64 bytes from 172.16.2.240: icmp_seq=804 ttl=59 time=89.4 ms
[1732814137.441033484] 64 bytes from 172.16.2.240: icmp_seq=805 ttl=59 time=68.2 ms
[1732814138.470945457] 64 bytes from 172.16.2.240: icmp_seq=806 ttl=59 time=96.9 ms
[1732814139.460639552] 64 bytes from 172.16.2.240: icmp_seq=807 ttl=59 time=82.3 ms
[1732814140.474295384] 64 bytes from 172.16.2.240: icmp_seq=808 ttl=59 time=96.7 ms
[1732814141.458841218] 64 bytes from 172.16.2.240: icmp_seq=809 ttl=59 time=78.9 ms
[1732814142.460282000] 64 bytes from 172.16.2.240: icmp_seq=810 ttl=59 time=78.3 ms
[1732814143.422977259] 64 bytes from 172.16.2.240: icmp_seq=811 ttl=59 time=40.4 ms
[1732814144.467658801] 64 bytes from 172.16.2.240: icmp_seq=812 ttl=59 time=83.0 ms
[1732814145.456634131] 64 bytes from 172.16.2.240: icmp_seq=813 ttl=59 time=70.3 ms
[1732814146.467055160] 64 bytes from 172.16.2.240: icmp_seq=814 ttl=59 time=80.6 ms
[1732814147.519444461] 64 bytes from 172.16.2.240: icmp_seq=815 ttl=59 time=130 ms
[1732814148.547469787] 64 bytes from 172.16.2.240: icmp_seq=816 ttl=59 time=156 ms
[1732814149.469881454] 64 bytes from 172.16.2.240: icmp_seq=817 ttl=59 time=78.1 ms
[1732814150.441999457] 64 bytes from 172.16.2.240: icmp_seq=818 ttl=59 time=49.5 ms
[1732814151.477200407] 64 bytes from 172.16.2.240: icmp_seq=819 ttl=59 time=83.5 ms
[1732814152.462659383] 64 bytes from 172.16.2.240: icmp_seq=820 ttl=59 time=67.9 ms
[1732814153.448091190] 64 bytes from 172.16.2.240: icmp_seq=821 ttl=59 time=51.8 ms
[1732814154.460765519] 64 bytes from 172.16.2.240: icmp_seq=822 ttl=59 time=63.7 ms
[1732814155.441167818] 64 bytes from 172.16.2.240: icmp_seq=823 ttl=59 time=42.7 ms
[1732814156.466968948] 64 bytes from 172.16.2.240: icmp_seq=824 ttl=59 time=67.0 ms
[1732814157.486017973] 64 bytes from 172.16.2.240: icmp_seq=825 ttl=59 time=84.9 ms
[1732814158.472531328] 64 bytes from 172.16.2.240: icmp_seq=826 ttl=59 time=66.1 ms
[1732814159.465187190] 64 bytes from 172.16.2.240: icmp_seq=827 ttl=59 time=60.4 ms
[1732814160.473666548] 64 bytes from 172.16.2.240: icmp_seq=828 ttl=59 time=67.5 ms
[1732814161.466849834] 64 bytes from 172.16.2.240: icmp_seq=829 ttl=59 time=58.9 ms
[1732814162.447780099] 64 bytes from 172.16.2.240: icmp_seq=830 ttl=59 time=38.6 ms
[1732814163.445514720] 64 bytes from 172.16.2.240: icmp_seq=831 ttl=59 time=33.5 ms
[1732814164.492611277] 64 bytes from 172.16.2.240: icmp_seq=832 ttl=59 time=80.5 ms
[1732814165.463326024] 64 bytes from 172.16.2.240: icmp_seq=833 ttl=59 time=50.4 ms
[1732814166.484912014] 64 bytes from 172.16.2.240: icmp_seq=834 ttl=59 time=69.9 ms
[1732814167.468145212] 64 bytes from 172.16.2.240: icmp_seq=835 ttl=59 time=50.4 ms
[1732814168.454333345] 64 bytes from 172.16.2.240: icmp_seq=836 ttl=59 time=35.5 ms
[1732814169.471423464] 64 bytes from 172.16.2.240: icmp_seq=837 ttl=59 time=51.1 ms
